d_antenna_zoom1,s1_spacing,R,z_R,z_new,w_new,w0_new
0.14,1.1306060606060606,0.6577222198705512,0.24595900693629147,-0.10186864740874414,19.154211071116222,17.69646105906705
0.14,1.1436363636363638,0.660588848966924,0.24775114202556708,-0.10938521784479231,19.414880255284153,17.760815051124474
0.14,1.1566666666666667,0.6634054412672157,0.2494984662417261,-0.11699320019077596,19.68554907071442,17.823336207616595
0.14,1.1696969696969697,0.666169689381779,0.2511991724908825,-0.12469046379045488,19.966035125141705,17.883979423499145
0.14,1.1827272727272728,0.6688792314711254,0.2528514767105199,-0.13247476500305613,20.256153071278685,17.942700440360586
0.14,1.1957575757575758,0.6715316511732863,0.25445362175427466,-0.14034374823178375,20.555715685138562,17.999455922850167
0.14,1.2087878787878787,0.6741244776152053,0.25600388130183716,-0.14829494723455405,20.86453485232655,18.054203534888646
0.14,1.221818181818182,0.6766551855137939,0.2575005637800492,-0.15632578672077815,21.1824224613594,18.1069020154293
0.14,1.2348484848484849,0.6791211953724354,0.25894201628076824,-0.16443358423687623,21.50919120477491,18.157511253531702
0.14,1.247878787878788,0.6815198737788619,0.26032662846062743,-0.17261555234200307,21.84465529021019,18.205992362506613
0.14,1.260909090909091,0.6838485338104758,0.2616528364074772,-0.18086880107421277,22.18863106476857,18.25230775288759
0.14,1.273939393939394,0.6861044355533186,0.2629191264580112,-0.18919034070599786,22.54093755687821,18.29642120398317
0.14,1.286969696969697,0.6882847867409774,0.264124038950901,-0.19757708478680377,22.901396940493257,18.33829793376303
0.14,1.3,0.6903867435198401,0.2652661718996765,-0.20602585346876842,23.269834926928475,18.377904666832492
0.2,0.01,0.3900496037896376,0.08988623906879617,0.18151077840161314,24.10662695892979,10.69797710363553
0.2,0.023030303030303033,0.3931769084815004,0.09135224102815967,0.18115098113366662,23.95178804180743,10.784863734754875
0.2,0.036060606060606064,0.3963216237968115,0.09284081959312017,0.18074570983843682,23.795769742837532,10.872377976854176
0.2,0.049090909090909095,0.3994837325797576,0.09435216439439152,0.18029387995858262,23.638633959074312,10.960515810776986
0.2,0.062121212121212126,0.4026632119030987,0.09588645742513814,0.1797943905017186,23.480445191810354,11.049272799521715
0.2,0.07515151515151515,0.4058600328297789,0.09744387245751782,0.17924612417572516,23.321270664290708,11.138644073900613
0.2,0.08818181818181818,0.40907416016663667,0.09902457443712186,0.17864794755122834,23.16118044421334,11.228624317961406
0.2,0.10121212121212121,0.41230555220998905,0.10062871885507116,0.17799871125273053,23.000247571074556,11.319207754181097
0.2,0.11424242424242424,0.4155541604828666,0.10225645109757046,0.17729725017992468,22.83854818839439,11.410388128442609
0.2,0.1272727272727273,0.4188199294636721,0.10390790577277177,0.17654238376076845,22.676161680827768,11.502158694806297
0.2,0.14030303030303032,0.42210279630602865,0.10558320601484927,0.17573291623793158,22.513170816132106,11.594512200089557
0.2,0.15333333333333335,0.4254026905495806,0.1072824627652453,0.17486763699027658,22.349661891921926,11.687440868269151
0.2,0.16636363636363638,0.4287195338215113,0.10900577403111043,0.17394532089106993,22.18572488709323,11.780936384722356
0.2,0.1793939393939394,0.4320532395285325,0.11075322412102803,0.1729647287046575,22.021453617745024,11.874989880324495
0.2,0.19242424242424244,0.4354037125390987,0.11252488285818624,0.1719246075233727,21.85694589736174,11.969591915421951
0.2,0.20545454545454547,0.4387708488556067,0.11432080477124291,0.17082369124648059,21.692303700947146,12.064732463701578
0.2,0.2184848484848485,0.442154535276317,0.1161410282632088,0.1696607011029831,21.52763333271642,12.160400895978785
0.2,0.23151515151515153,0.44555464904675646,0.11798557475877212,0.16843434622014397,21.363045596858527,12.256585963928762
0.2,0.24454545454545457,0.4489710575003425,0.11985444783058138,0.16714332423960573,21.198655970773498,12.353275783786815
0.2,0.25757575757575757,0.4524036176879721,0.12174763230510766,0.16578632198298873,21.034584780068492,12.450457820045786
0.2,0.2706060606060606,0.4558521759963229,0.12366509334882267,0.16436201616887613,20.87095737446208,12.548118869180605
0.2,0.2836363636363637,0.4593165677546074,0.12560677553554075,0.16286907418308924,20.707904303595853,12.646245043431813
0.2,0.2966666666666667,0.46279661682952145,0.1275726018959042,0.16130615490415878,20.54556149158694,12.74482175468222
0.2,0.3096969696969697,0.4662921352081332,0.12956247295011528,0.15967190958588912,20.384070408972818,12.843833698462722
0.2,0.32272727272727275,0.469802922568457,0.13157626572516504,0.1579649827988956,20.223578240500956,12.943264838125732
0.2,0.3357575757575758,0.47332876583745565,0.13361383275794733,0.15618401343297236,20.064238047000533,13.043098389226733
0.2,0.3487878787878788,0.47686943873622134,0.13567500108580105,0.1543276357621125,19.906208919341623,13.143316804156704
0.2,0.3618181818181818,0.48042470131208903,0.13775957122618435,0.15239448057396318,19.749656122240545,13.243901757070617
